"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"7369",36," Self-emp-not-inc",135416," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,50," United-States",0
"29232",30," Private",269723," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"567",43," Self-emp-inc",188436," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5013,0,45," United-States",0
"14757",82," Private",132870," HS-grad",9," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,4356,18," United-States",0
"29332",37," Private",224566," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"25372",32," Private",53373," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,36," United-States",0
"4930",44," Self-emp-not-inc",187164," HS-grad",9," Divorced"," Transport-moving"," Unmarried"," White"," Male",0,0,60," United-States",0
"16542",34," Self-emp-not-inc",49707," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,70," United-States",0
"411",41," Local-gov",42346," Some-college",10," Divorced"," Other-service"," Not-in-family"," Black"," Female",0,0,24," United-States",0
"135",46," Private",146195," Assoc-acdm",12," Divorced"," Tech-support"," Not-in-family"," Black"," Female",0,0,36," United-States",0
"14059",28," Private",224629," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," Other"," Male",0,0,30," Cuba",0
"11433",29," Private",166210," Some-college",10," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,55," United-States",0
"26695",22," Private",134746," 10th",6," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States",0
"5324",31," Private",49923," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"12616",56," Private",244554," 10th",6," Widowed"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States",0
"24504",38," Private",31964," 9th",5," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"21347",27," Private",208249," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,62," United-States",0
"22866",61," Private",357437," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"19827",21," Private",82497," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States",0
"18192",57," Private",172291," HS-grad",9," Divorced"," Adm-clerical"," Other-relative"," Black"," Female",0,0,40," United-States",0
"20714",55," State-gov",199713," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,15," United-States",0
"20237",20," Private",197997," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States",0
"20431",17," Private",53367," 9th",5," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States",0
"3911",48," Private",185039," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,30," United-States",0
"5896",26," Private",202203," Bachelors",13," Never-married"," Adm-clerical"," Other-relative"," White"," Female",0,0,50," United-States",0
"24839",31," Private",168782," HS-grad",9," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9122",32," Private",140092," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"2449",29," Local-gov",251854," HS-grad",9," Never-married"," Protective-serv"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"7607",43," Self-emp-not-inc",154785," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Wife"," Asian-Pac-Islander"," Female",0,0,80," Thailand",0
"27073",36," Private",250238," 1st-4th",2," Never-married"," Other-service"," Other-relative"," Other"," Female",0,0,40," El-Salvador",0
"14958",23," Private",141323," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"1256",29," Private",128604," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",0
"5486",35," Private",133454," 10th",6," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,50," United-States",0
"31537",29," ?",207032," HS-grad",9," Married-spouse-absent"," ?"," Unmarried"," Black"," Female",0,0,42," Haiti",0
"15928",54," Private",213092," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"24312",42," Private",134509," Some-college",10," Never-married"," Transport-moving"," Unmarried"," Black"," Female",0,0,40," United-States",0
"2047",23," ?",196816," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Male",0,0,30," United-States",0
"17461",28," Private",197113," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," Other"," Male",0,0,50," Puerto-Rico",0
"17148",44," Private",175943," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,20," United-States",0
"18645",23," Federal-gov",163870," Some-college",10," Never-married"," Armed-Forces"," Other-relative"," White"," Male",0,0,40," United-States",0
"2039",49," State-gov",213307," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"29192",28," Private",60374," HS-grad",9," Married-civ-spouse"," Other-service"," Own-child"," White"," Female",0,0,35," United-States",0
"2968",75," Private",188612," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"664",43," Local-gov",194360," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,38," United-States",0
"23091",46," Federal-gov",268281," Assoc-acdm",12," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"20238",21," Private",191444," 11th",7," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,40," United-States",0
"14650",24," Private",275093," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,36," United-States",0
"15379",67," Private",105216," Some-college",10," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,16," United-States",0
"14161",27," Private",160178," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,38," United-States",0
"22824",35," State-gov",94529," HS-grad",9," Divorced"," Protective-serv"," Unmarried"," White"," Female",0,0,40," United-States",0
"26148",44," Self-emp-not-inc",70884," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",0
"7585",19," ?",204441," HS-grad",9," Never-married"," ?"," Other-relative"," Black"," Male",0,0,20," United-States",0
"3493",30," Private",75755," Assoc-voc",11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"15662",52," Private",191529," Bachelors",13," Divorced"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
"7704",20," Private",184756," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,12," United-States",0
"31174",30," Private",224147," HS-grad",9," Never-married"," Transport-moving"," Own-child"," Black"," Male",0,0,40," United-States",0
"2209",34," Self-emp-not-inc",306982," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,60," South",0
"18257",20," Private",58222," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",0
"6827",68," Private",284763," 11th",7," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,70," United-States",0
"16986",57," Private",171242," 11th",7," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Canada",0
"4137",44," Private",76196," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",0
"16466",39," Self-emp-not-inc",188571," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"22344",64," Private",285052," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,10," United-States",0
"5866",24," Private",190293," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"7127",20," Private",42706," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,25," United-States",0
"27589",20," Private",204641," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"24752",39," Private",172538," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States",0
"23388",48," Private",102597," Some-college",10," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,44," United-States",0
"8050",39," Private",191002," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,40," Poland",0
"9036",30," State-gov",119422," 10th",6," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"13939",23," Private",230704," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,22," United-States",0
"305",24," Private",303296," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Laos",0
"16025",57," Private",308861," Some-college",10," Separated"," Sales"," Not-in-family"," White"," Female",0,0,40," United-States",0
"28648",49," Private",250733," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,46," United-States",0
"23254",28," Private",392487," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States",0
"22896",88," Private",68539," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"954",18," Private",177722," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",0
"30993",40," Self-emp-inc",104235," Masters",14," Never-married"," Other-service"," Own-child"," White"," Male",0,0,99," United-States",0
"12774",24," Private",132327," Some-college",10," Married-spouse-absent"," Sales"," Unmarried"," Other"," Female",0,0,30," Ecuador",0
"18766",22," Federal-gov",100345," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,43," United-States",0
"26110",41," Private",139907," Assoc-voc",11," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States",0
"24800",51," Local-gov",47415," Assoc-acdm",12," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1628,30," United-States",0
"14845",55," State-gov",153788," Some-college",10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,37," United-States",0
"1927",30," Private",204374," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,1741,48," United-States",0
"28674",24," Private",174461," Assoc-acdm",12," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,22," United-States",0
"8273",62," Self-emp-not-inc",39630," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"6172",47," Private",170850," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",4064,0,60," United-States",0
"31515",46," State-gov",327786," Assoc-voc",11," Divorced"," Tech-support"," Not-in-family"," White"," Female",3325,0,42," United-States",0
"11228",58," Self-emp-not-inc",165695," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,70," United-States",0
"13686",24," Private",246207," Bachelors",13," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",0,0,40," United-States",0
"3841",29," Private",56630," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"20949",52," Self-emp-not-inc",189216," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,65," United-States",0
"30305",40," Private",126868," HS-grad",9," Divorced"," Machine-op-inspct"," Not-in-family"," Black"," Male",0,0,40," United-States",0
"9081",20," Self-emp-not-inc",217404," 10th",6," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States",0
"28325",32," Private",172375," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,38," United-States",0
"30897",19," Private",178811," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," Black"," Female",0,0,20," United-States",0
"6753",41," Private",266530," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Amer-Indian-Eskimo"," Male",0,0,45," United-States",0
"25814",56," ?",32855," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Male",0,0,40," United-States",0
"17138",43," Self-emp-inc",151089," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
"16234",37," Self-emp-not-inc",184655," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," United-States",0
"12703",23," Private",695136," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,30," United-States",0
"3384",40," Private",327573," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"6727",28," Private",32291," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",2174,0,40," United-States",0
"1307",29," Private",256956," Assoc-voc",11," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"26196",48," Local-gov",383384," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",0
"17994",22," Private",138768," Some-college",10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,50," United-States",0
"25828",40," Local-gov",105862," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",5455,0,40," United-States",0
"1113",37," State-gov",60227," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,38," United-States",0
"4489",25," Private",34541," Assoc-voc",11," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,36," Canada",0
"21841",56," Private",245215," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",0
"6236",47," Private",26994," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States",0
"1153",24," ?",35633," Some-college",10," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," ?",0
"6024",34," Private",297094," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,40," United-States",0
"4370",22," ?",211968," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,40," Iran",0
"18595",37," Private",103925," HS-grad",9," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,68," United-States",0
"23843",38," Private",85074," Assoc-acdm",12," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"8748",40," Private",199303," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"16355",35," Private",209993," 11th",7," Separated"," Priv-house-serv"," Unmarried"," White"," Female",0,0,8," Mexico",0
"19395",58," Local-gov",318537," 12th",8," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",0
"25163",17," Private",342752," 11th",7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,15," United-States",0
"10402",56," Private",365050," 7th-8th",4," Never-married"," Farming-fishing"," Unmarried"," Black"," Female",0,0,20," United-States",0
"8936",54," Self-emp-not-inc",42924," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",0
"17696",17," Private",207791," 10th",6," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",0
"26603",25," Private",64860," Some-college",10," Married-spouse-absent"," Adm-clerical"," Unmarried"," White"," Female",0,0,22," United-States",0
"22732",66," ?",186032," Assoc-voc",11," Widowed"," ?"," Not-in-family"," White"," Female",2964,0,30," United-States",0
"18863",37," Self-emp-not-inc",107737," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"8297",27," Private",152231," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States",0
"22279",27," Private",177119," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,44," United-States",0
"12741",29," State-gov",133846," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,40," United-States",0
"23696",42," Private",29702," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"27336",37," Private",172722," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"27990",36," Local-gov",282602," Assoc-voc",11," Separated"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
"2640",28," Private",128509," 5th-6th",3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," ?",0
"15601",58," Self-emp-not-inc",154537," Bachelors",13," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,20," United-States",0
"23214",20," Private",234663," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," United-States",0
"7460",40," Private",48612," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,35," United-States",0
"21754",22," Private",246965," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,12," United-States",0
"7929",44," Private",288433," Some-college",10," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,40," United-States",0
"2959",40," Private",220609," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States",0
"12052",33," Private",130057," Assoc-acdm",12," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",0
"22388",22," ?",224238," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,2," United-States",0
"773",31," Private",244147," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,55," United-States",0
"3573",19," ?",37332," HS-grad",9," Never-married"," ?"," Own-child"," White"," Female",1055,0,12," United-States",0
"27811",56," Private",37394," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"13836",24," Private",190290," Assoc-voc",11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"29326",20," ?",133515," Some-college",10," Never-married"," ?"," Own-child"," White"," Female",0,0,15," France",0
"27714",45," Private",32896," 5th-6th",3," Never-married"," Machine-op-inspct"," Own-child"," White"," Female",0,0,35," United-States",0
"15725",45," Private",178922," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,20," United-States",0
"16104",69," ?",248248," 1st-4th",2," Married-civ-spouse"," ?"," Husband"," Asian-Pac-Islander"," Male",0,0,34," Philippines",0
"21001",43," Private",243380," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",0
"24661",19," Private",269991," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," Puerto-Rico",0
"29602",65," ?",160654," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," United-States",0
"8111",41," Private",202980," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," Peru",0
"16745",51," Private",74784," Bachelors",13," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,60," United-States",0
"17684",36," Private",222584," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States",0
"10085",38," Private",238721," Assoc-acdm",12," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,40," United-States",0
"19722",37," Private",335168," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",0
"21912",36," State-gov",205555," Prof-school",15," Divorced"," Prof-specialty"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Philippines",0
"12951",26," Private",380674," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,52," United-States",0
"12996",19," Self-emp-not-inc",305834," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,25," United-States",0
"15965",55," Private",80167," Bachelors",13," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States",0
"19748",90," Private",226968," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"12950",39," Self-emp-not-inc",34378," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States",0
"23074",34," Private",29235," Assoc-acdm",12," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"2394",20," Private",241951," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,45," United-States",0
"9924",22," Private",99199," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States",0
"9058",27," Private",160731," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"3172",43," Self-emp-not-inc",198096," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",0
"21746",66," Private",350498," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,28," United-States",0
"27320",43," Self-emp-not-inc",180985," Bachelors",13," Separated"," Craft-repair"," Unmarried"," White"," Male",0,0,35," United-States",0
"14619",38," ?",203482," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,45," United-States",0
"16724",21," State-gov",151790," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States",0
"9952",33," State-gov",73296," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",1831,0,40," United-States",0
"16958",31," Private",306459," 1st-4th",2," Separated"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,35," Honduras",0
"22671",18," Private",193166," 9th",5," Never-married"," Sales"," Own-child"," White"," Female",0,0,42," United-States",0
"16484",31," Private",152156," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States",0
"16159",34," Private",123084," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Own-child"," White"," Female",0,0,40," United-States",0
"23051",49," Self-emp-not-inc",232664," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States",0
"24117",20," Private",161708," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States",0
"18471",17," ?",86786," 10th",6," Never-married"," ?"," Own-child"," White"," Female",0,0,40," United-States",0
"4532",22," ?",153131," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",0
"19835",20," State-gov",178628," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States",0
"24403",30," Local-gov",99502," Assoc-voc",11," Divorced"," Protective-serv"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States",0
"3770",27," Private",187392," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States",0
"22892",23," Private",376416," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States",0
"3914",48," Private",109275," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"19080",23," Federal-gov",55465," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"1222",48," Private",349151," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9179",31," ?",317761," Bachelors",13," Never-married"," ?"," Not-in-family"," White"," Male",0,0,40," United-States",0
"7171",24," Private",117779," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States",0
"31290",33," Local-gov",251521," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States",0
"20958",27," Private",192936," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"22427",17," Private",51939," 11th",7," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States",0
"30179",62," Self-emp-not-inc",197353," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1740,40," United-States",0
"21288",17," Private",121425," 11th",7," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,16," United-States",0
"8984",53," Private",194995," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," Italy",0
"17215",27," Private",188941," Some-college",10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",3908,0,40," United-States",0
"10607",50," Private",158284," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"9625",29," Private",394927," Assoc-voc",11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," ?",0
"9303",64," Self-emp-inc",195366," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"18689",73," Local-gov",205580," 5th-6th",3," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,6," United-States",0
"13264",66," Private",33619," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,4," United-States",0
"7609",22," Private",226327," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"29135",47," Private",278900," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9596",58," Local-gov",239405," 5th-6th",3," Divorced"," Other-service"," Other-relative"," Black"," Female",0,0,40," Haiti",0
"10323",35," Private",52187," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States",0
"20853",26," Private",345405," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",2885,0,40," United-States",0
"26394",33," Local-gov",365908," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",2105,0,40," United-States",0
"27632",18," Private",423024," 12th",8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States",0
"20229",26," Private",456618," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",2597,0,40," United-States",0
"20493",68," Private",204082," Some-college",10," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States",0
"25366",36," Private",185394," 10th",6," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,34," United-States",0
"10515",42," Private",39324," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"14888",58," ?",158506," 11th",7," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,16," United-States",0
"20577",68," ?",351402," Doctorate",16," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,70," United-States",0
"26789",33," Private",198727," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States",0
"17038",37," Private",126675," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"20622",41," Private",349703," Assoc-acdm",12," Married-civ-spouse"," Farming-fishing"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",0
"9458",22," Private",152744," Some-college",10," Never-married"," Other-service"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," Philippines",0
"17919",48," Federal-gov",247043," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"10974",50," Private",99392," Some-college",10," Divorced"," Craft-repair"," Not-in-family"," Black"," Female",0,0,45," United-States",0
"428",23," Private",204653," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,72," Dominican-Republic",0
"29970",48," Private",207817," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,32," Columbia",0
"13759",31," Self-emp-inc",344275," HS-grad",9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,44," United-States",0
