"","AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
"9012",37," Private",248445," HS-grad",9," Divorced"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," El-Salvador",0
"9013",32," Private",207172," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Female",0,0,40," United-States",0
"9016",40," Local-gov",269168," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Other"," Male",0,0,40," ?",0
"9019",41," Private",648223," 1st-4th",2," Married-spouse-absent"," Farming-fishing"," Unmarried"," White"," Male",0,0,40," Mexico",0
"9020",56," Private",298695," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,48," United-States",0
"9026",27," Private",161683," 11th",7," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,42," United-States",0
"9028",39," Private",258102," Some-college",10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," United-States",0
"9029",57," ?",24127," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,8," United-States",0
"9031",77," ?",185426," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,15," United-States",0
"9033",46," Local-gov",141058," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States",0
"9035",20," Private",406641," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,30," United-States",0
"9038",22," Private",161532," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,35," United-States",0
"9040",18," Private",163332," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",0,0,22," United-States",0
"9041",28," Private",103802," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,1408,40," ?",0
"9044",21," Private",165107," Some-college",10," Never-married"," Priv-house-serv"," Own-child"," White"," Female",0,0,40," United-States",0
"9045",37," Private",126011," Assoc-voc",11," Divorced"," Tech-support"," Own-child"," White"," Male",0,0,40," United-States",0
"9047",23," Private",522881," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,35," Mexico",0
"9048",32," Private",191777," Assoc-voc",11," Never-married"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,35," England",0
"9049",27," Private",132686," 12th",8," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,50," United-States",0
"9050",55," Private",201112," HS-grad",9," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",0,0,40," United-States",0
"9052",25," Private",208591," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States",0
"9053",29," Private",126399," HS-grad",9," Divorced"," Sales"," Unmarried"," White"," Female",0,0,32," United-States",0
"9054",50," Private",142073," HS-grad",9," Married-spouse-absent"," Exec-managerial"," Not-in-family"," White"," Female",0,0,55," United-States",0
"9055",18," Private",395567," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"9056",74," Private",180455," Bachelors",13," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,8," United-States",0
"9057",22," Private",235853," 9th",5," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9062",23," Private",223019," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"9065",32," Private",200323," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States",0
"9066",41," Private",230020," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Other"," Male",0,0,40," United-States",0
"9068",48," Private",162096," 9th",5," Married-civ-spouse"," Machine-op-inspct"," Other-relative"," Asian-Pac-Islander"," Female",0,0,45," China",0
"9069",51," Private",103824," HS-grad",9," Never-married"," Other-service"," Not-in-family"," Black"," Male",0,0,40," Haiti",0
"9070",34," State-gov",61431," 12th",8," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"9074",53," Private",263729," Some-college",10," Separated"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9077",25," Private",132661," Assoc-voc",11," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,60," United-States",0
"9078",20," Private",266400," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,48," United-States",0
"9082",28," Private",227778," Assoc-voc",11," Never-married"," Other-service"," Other-relative"," Black"," Male",0,0,40," United-States",0
"9083",73," State-gov",96262," HS-grad",9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9088",33," Private",165814," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States",0
"9089",37," Private",108913," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9095",24," Local-gov",461678," 10th",6," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9097",26," Private",256737," 11th",7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"9098",33," Local-gov",96480," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," Germany",0
"9099",25," Private",234263," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9100",21," Private",109952," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States",0
"9101",24," Private",262570," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9103",68," Private",201732," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"9104",66," Self-emp-not-inc",174788," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,20," United-States",0
"9105",38," Private",278924," Bachelors",13," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9107",71," ?",193863," 7th-8th",4," Widowed"," ?"," Other-relative"," White"," Female",0,0,16," Poland",0
"9108",37," Private",342768," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9110",27," State-gov",176727," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9111",49," Private",99179," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9112",19," State-gov",354104," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,10," United-States",0
"9113",25," Private",61956," Some-college",10," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," United-States",0
"9115",40," Private",224658," Some-college",10," Married-civ-spouse"," Sales"," Other-relative"," White"," Male",0,0,40," United-States",0
"9116",38," Private",51100," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",3325,0,40," United-States",0
"9117",25," Private",224361," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9118",25," Private",362912," Some-college",10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,50," United-States",0
"9120",28," Private",103389," Masters",14," Divorced"," Sales"," Own-child"," White"," Female",0,0,40," United-States",0
"9121",29," Private",308944," HS-grad",9," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9123",34," Private",202210," HS-grad",9," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"9125",33," Self-emp-not-inc",281030," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,94," United-States",0
"9126",19," Private",169758," Some-college",10," Never-married"," Sales"," Own-child"," White"," Male",0,0,35," United-States",0
"9128",41," Private",139907," 10th",6," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,50," United-States",0
"9129",18," Self-emp-inc",119422," HS-grad",9," Never-married"," Other-service"," Unmarried"," Asian-Pac-Islander"," Female",0,0,30," India",0
"9133",49," Private",134797," Some-college",10," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9134",20," State-gov",41103," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States",0
"9137",35," Private",126569," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",4064,0,40," United-States",0
"9138",66," Private",166461," 11th",7," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,26," United-States",0
"9139",27," ?",61387," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,15," United-States",0
"9140",25," Private",254746," Assoc-voc",11," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9142",19," ?",180976," 10th",6," Never-married"," ?"," Unmarried"," White"," Female",0,0,35," United-States",0
"9144",59," Self-emp-not-inc",136413," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,48," United-States",0
"9145",25," Private",131463," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",0
"9148",75," ?",260543," 10th",6," Widowed"," ?"," Other-relative"," Asian-Pac-Islander"," Female",0,0,1," China",0
"9149",21," ?",80680," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9150",21," Private",20728," HS-grad",9," Never-married"," Sales"," Own-child"," White"," Female",4101,0,40," United-States",0
"9152",20," Private",91939," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,1721,30," United-States",0
"9153",32," State-gov",175931," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",0
"9154",28," Private",309566," HS-grad",9," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,20," United-States",0
"9155",53," Private",123703," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9156",19," ?",369678," HS-grad",9," Never-married"," ?"," Not-in-family"," Other"," Male",0,0,30," United-States",0
"9157",58," Private",29928," Some-college",10," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,36," United-States",0
"9158",22," Private",167868," HS-grad",9," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,30," United-States",0
"9161",36," Private",111545," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,70," United-States",0
"9162",39," Private",175972," Some-college",10," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,15," United-States",0
"9164",41," Local-gov",185057," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9165",72," Private",157593," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",1455,0,6," United-States",0
"9168",32," Self-emp-not-inc",97723," Assoc-voc",11," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9171",21," ?",143995," Some-college",10," Never-married"," ?"," Own-child"," Black"," Male",0,0,20," United-States",0
"9172",21," Private",250051," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,10," United-States",0
"9175",18," Private",163787," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States",0
"9176",27," Private",119170," 11th",7," Never-married"," Exec-managerial"," Unmarried"," White"," Female",0,0,45," United-States",0
"9182",34," Local-gov",207383," Masters",14," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9184",33," Private",259931," 11th",7," Separated"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,30," United-States",0
"9186",42," Private",106900," Assoc-voc",11," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9187",30," Private",87054," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States",0
"9189",28," Private",181659," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"9190",25," Private",321205," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",4101,0,35," United-States",0
"9192",40," Private",276096," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"9193",36," Private",290560," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",0
"9194",21," Private",307315," Some-college",10," Never-married"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," United-States",0
"9202",35," Private",150217," Bachelors",13," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,24," Poland",0
"9203",33," Private",295649," HS-grad",9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,40," China",0
"9209",22," Private",113936," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States",0
"9210",22," Private",318915," HS-grad",9," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"9213",23," Federal-gov",320294," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9215",24," ?",283731," Bachelors",13," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",0
"9216",38," Local-gov",227154," Bachelors",13," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",0
"9220",21," Private",175800," HS-grad",9," Never-married"," Prof-specialty"," Unmarried"," White"," Female",0,0,55," United-States",0
"9221",55," Private",170169," HS-grad",9," Separated"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9222",47," Private",344157," 11th",7," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9223",19," Private",199441," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9224",47," Private",225456," HS-grad",9," Never-married"," Tech-support"," Other-relative"," White"," Male",0,0,50," United-States",0
"9225",36," Private",61178," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9226",28," Local-gov",175262," Assoc-acdm",12," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,2002,40," England",0
"9227",42," Private",152568," HS-grad",9," Widowed"," Sales"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," United-States",0
"9231",34," Private",224358," 10th",6," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States",0
"9234",53," Private",68684," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"9235",24," Private",185452," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,50," United-States",0
"9237",23," Private",173851," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9240",19," Private",123416," 12th",8," Separated"," Prof-specialty"," Own-child"," White"," Female",1055,0,40," United-States",0
"9241",26," Private",262656," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States",0
"9244",22," Private",151105," Some-college",10," Never-married"," Sales"," Other-relative"," White"," Female",0,0,18," United-States",0
"9247",39," Private",317434," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9249",38," Local-gov",745768," Some-college",10," Divorced"," Exec-managerial"," Unmarried"," Black"," Female",0,0,45," United-States",0
"9250",19," Private",69927," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," Black"," Female",0,0,16," United-States",0
"9251",26," Private",302603," HS-grad",9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,45," United-States",0
"9253",41," Private",289886," 5th-6th",3," Married-civ-spouse"," Other-service"," Husband"," Other"," Male",0,1579,40," Nicaragua",0
"9254",45," Private",179135," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9256",34," Private",57426," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," United-States",0
"9257",36," Private",312206," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"9259",26," State-gov",177035," 11th",7," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States",0
"9260",60," Private",88055," 10th",6," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",0
"9261",35," Self-emp-not-inc",111095," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",0
"9262",39," Private",192251," 10th",6," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,60," United-States",0
"9265",17," Private",268276," 12th",8," Never-married"," Other-service"," Own-child"," White"," Male",0,0,12," United-States",0
"9267",53," Local-gov",20676," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," Amer-Indian-Eskimo"," Male",0,0,48," United-States",0
"9268",35," Private",115803," 11th",7," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9271",36," Private",257942," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"9272",21," Private",72593," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"9273",29," Private",147340," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,40," United-States",0
"9276",22," Private",215395," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Male",0,1602,10," United-States",0
"9277",50," Local-gov",30682," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",0
"9278",24," Federal-gov",29591," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," Other"," Female",0,0,40," United-States",0
"9279",36," Private",215392," Bachelors",13," Divorced"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9281",42," Self-emp-not-inc",133584," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," El-Salvador",0
"9282",38," Private",210438," 7th-8th",4," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",0
"9283",52," Private",256916," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"9284",46," Private",73541," 10th",6," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9285",23," Private",109952," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",0
"9286",54," Private",197975," 5th-6th",3," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,51," United-States",0
"9287",27," Private",401723," HS-grad",9," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"9288",42," Private",179524," Bachelors",13," Separated"," Other-service"," Not-in-family"," White"," Female",0,0,50," United-States",0
"9291",59," Private",191965," 11th",7," Married-civ-spouse"," Other-service"," Wife"," White"," Female",3908,0,28," United-States",0
"9292",54," Private",96792," HS-grad",9," Widowed"," Other-service"," Unmarried"," White"," Female",0,0,32," United-States",0
"9293",48," Private",185041," 7th-8th",4," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1672,55," United-States",0
"9294",19," ?",233779," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,60," United-States",0
"9295",45," Private",347834," HS-grad",9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States",0
"9296",36," Private",215373," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,70," United-States",0
"9297",35," Self-emp-not-inc",169426," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9299",33," Private",50276," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9301",42," Private",126098," HS-grad",9," Separated"," Craft-repair"," Unmarried"," Black"," Female",0,0,40," United-States",0
"9302",19," Private",250639," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,24," United-States",0
"9304",51," Self-emp-not-inc",186845," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,8," United-States",0
"9305",20," Federal-gov",119156," HS-grad",9," Never-married"," Adm-clerical"," Other-relative"," White"," Male",0,0,20," United-States",0
"9306",28," Private",162343," HS-grad",9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," Puerto-Rico",0
"9308",29," Self-emp-not-inc",394927," Some-college",10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States",0
"9310",36," Private",370767," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2377,60," United-States",0
"9314",25," Private",130793," Some-college",10," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,30," United-States",0
"9315",36," Private",118909," Assoc-acdm",12," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," Jamaica",0
"9317",47," Private",161558," 10th",6," Married-spouse-absent"," Transport-moving"," Not-in-family"," Black"," Male",0,0,45," United-States",0
"9319",37," Private",160120," Masters",14," Never-married"," Prof-specialty"," Unmarried"," Asian-Pac-Islander"," Male",0,0,40," South",0
"9320",40," Private",144594," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",2829,0,40," United-States",0
"9321",34," Self-emp-not-inc",123429," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",0
"9323",26," Private",523067," Some-college",10," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,3," El-Salvador",0
"9324",49," Self-emp-not-inc",113513," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States",0
"9326",46," Self-emp-not-inc",320421," Bachelors",13," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",0,0,25," United-States",0
"9328",22," Private",370548," Assoc-voc",11," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,30," United-States",0
"9331",26," Private",55860," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,40," United-States",0
"9333",31," Private",131568," 9th",5," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9335",22," Private",216867," 7th-8th",4," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico",0
"9336",38," Private",104089," Assoc-voc",11," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States",0
"9338",27," State-gov",340269," Some-college",10," Never-married"," Protective-serv"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9339",27," Private",236246," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",0
"9340",46," Private",213408," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,40," Cuba",0
"9341",40," ?",84232," HS-grad",9," Never-married"," ?"," Not-in-family"," White"," Female",0,0,4," United-States",0
"9342",19," Private",302945," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,10," Thailand",0
"9344",20," Private",262749," Some-college",10," Never-married"," Other-service"," Own-child"," White"," Male",0,0,35," United-States",0
"9345",34," Federal-gov",198265," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,60," United-States",0
"9347",27," Private",177761," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," Other"," Male",0,0,50," United-States",0
"9350",21," Private",77759," Some-college",10," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States",0
"9352",64," ?",193575," 11th",7," Never-married"," ?"," Unmarried"," White"," Male",0,0,40," United-States",0
"9354",18," ?",85154," 12th",8," Never-married"," ?"," Own-child"," Asian-Pac-Islander"," Female",0,0,24," Germany",0
"9355",49," Private",180532," Masters",14," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9356",51," Private",508891," HS-grad",9," Divorced"," Machine-op-inspct"," Own-child"," Black"," Male",0,0,40," United-States",0
"9357",20," Private",211345," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,20," United-States",0
"9358",69," Self-emp-not-inc",170877," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," United-States",0
"9360",43," Private",184105," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,50," United-States",0
"9361",50," Private",150941," HS-grad",9," Divorced"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,44," United-States",0
"9362",32," Private",303942," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",0
"9363",27," Local-gov",273929," HS-grad",9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,40," United-States",0
"9364",38," Private",197077," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States",0
"9366",46," Private",159869," HS-grad",9," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,44," United-States",0
"9367",19," Private",158343," Some-college",10," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,40," ?",0
"9368",17," ?",406920," 10th",6," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States",0
"9369",21," Private",227986," HS-grad",9," Never-married"," Machine-op-inspct"," Unmarried"," White"," Female",0,0,40," United-States",0
"9370",36," Private",137527," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States",0
"9371",36," Private",180150," 12th",8," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States",0
"9374",40," Private",224799," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",0
"9375",64," Private",292639," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",10566,0,35," United-States",0
"9376",66," Private",22313," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,20," United-States",0
"9377",42," Private",194636," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",0
"9378",55," Private",156089," Some-college",10," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States",0
"9380",25," Private",218667," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States",0
"9381",39," Private",358837," Some-college",10," Never-married"," Tech-support"," Unmarried"," Black"," Female",0,0,40," United-States",0
"9382",20," Private",174685," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States",0
"9383",32," Private",168854," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,54," United-States",0
"9384",28," Private",133696," Bachelors",13," Never-married"," Sales"," Unmarried"," White"," Male",0,0,65," United-States",0
"9385",23," Federal-gov",350680," Assoc-acdm",12," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," Poland",0
"9386",18," Private",115215," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,25," United-States",0
"9388",29," Private",217200," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",0
"9389",32," Private",235124," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,46," Dominican-Republic",0
"9390",31," Local-gov",144949," HS-grad",9," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States",0
"9391",60," Private",135470," 5th-6th",3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Mexico",0
"9392",42," Private",281209," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",0
"9395",18," Private",182042," 11th",7," Never-married"," Other-service"," Own-child"," White"," Female",0,0,19," United-States",0
