"AGE","WORKCLASS","FNLWGT","EDUCATION","EDUCATIONNUM","MARITALSTATUS","OCCUPATION","RELATIONSHIP","RACE","SEX","CAPITALGAIN","CAPITALLOSS","HOURSPERWEEK","NATIVECOUNTRY","ABOVE50K"
33," Private",176992," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
53," Private",168107," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
53," Federal-gov",155594," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
64," Federal-gov",86837," Assoc-acdm",12," Married-civ-spouse"," Other-service"," Husband"," Asian-Pac-Islander"," Male",0,0,40," United-States",1
33," Private",171216," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
59," Private",98361," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
65," ?",76043," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,1," United-States",1
55," Private",116878," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,30," United-States",1
42," Private",87284," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,35," United-States",1
69," ?",254834," Bachelors",13," Married-civ-spouse"," ?"," Husband"," White"," Male",10605,0,10," United-States",1
57," Self-emp-inc",159028," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,60," United-States",1
44," Private",103459," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States",1
53," State-gov",104501," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," ?",1
47," Private",199058," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
30," Private",132601," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,50," United-States",1
40," Private",146908," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
51," Private",123011," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,2559,50," United-States",1
45," Self-emp-inc",204196," Bachelors",13," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,50," United-States",1
53," Private",30244," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,40," United-States",1
36," Private",189404," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,35," United-States",1
47," Private",169324," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",0,0,35," United-States",1
31," Private",132996," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,45," United-States",1
46," State-gov",222374," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,43," United-States",1
40," Private",321856," HS-grad",9," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,60," United-States",1
59," Private",43221," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,43," United-States",1
46," Self-emp-inc",235320," Masters",14," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,60," United-States",1
30," Private",177304," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
33," Private",193285," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,38," United-States",1
30," Private",315640," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,1977,40," China",1
36," Private",218689," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1977,50," United-States",1
44," Private",222596," HS-grad",9," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,50," United-States",1
48," Private",105838," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
53," Private",110977," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States",1
48," Private",168283," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",1
48," Private",182566," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,40," United-States",1
42," Private",383493," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
30," Federal-gov",295010," Bachelors",13," Never-married"," Protective-serv"," Not-in-family"," White"," Female",0,0,60," United-States",1
40," Private",254478," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7298,0,50," United-States",1
43," Local-gov",209544," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",10520,0,50," United-States",1
47," Self-emp-not-inc",145290," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,2415,50," United-States",1
36," Self-emp-not-inc",328466," 5th-6th",3," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," Mexico",1
36," Private",320811," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
41," Private",220531," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
44," Private",144778," Some-college",10," Separated"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," United-States",1
47," Self-emp-not-inc",265097," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",1
56," Self-emp-not-inc",335605," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,1887,50," Canada",1
48," ?",175653," Assoc-acdm",12," Divorced"," ?"," Not-in-family"," White"," Female",14084,0,40," United-States",1
43," Private",132130," Assoc-voc",11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States",1
49," State-gov",185800," Masters",14," Divorced"," Prof-specialty"," Unmarried"," Black"," Female",7430,0,40," United-States",1
68," Private",165017," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Italy",1
54," Local-gov",31533," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States",1
63," Self-emp-inc",110890," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,70," United-States",1
51," Private",115066," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,2547,40," United-States",1
44," Private",171484," 10th",6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States",1
61," Private",173924," 9th",5," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," Puerto-Rico",1
47," Private",187440," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,40," United-States",1
42," Self-emp-not-inc",32185," Bachelors",13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",1
37," Private",221850," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," Ecuador",1
51," Private",29580," 11th",7," Married-civ-spouse"," Sales"," Husband"," White"," Male",4386,0,30," United-States",1
57," Local-gov",47392," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
46," Private",42972," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,22," United-States",1
42," Private",24982," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",7688,0,40," United-States",1
67," Self-emp-inc",171564," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",20051,0,30," England",1
34," Private",101345," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States",1
34," Private",37676," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
49," State-gov",122066," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
35," Private",220098," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,40," United-States",1
31," Self-emp-not-inc",204052," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
46," State-gov",27802," Assoc-acdm",12," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,38," United-States",1
40," Local-gov",240504," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
35," Private",187089," Assoc-voc",11," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,42," United-States",1
55," State-gov",200497," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
54," Self-emp-inc",304570," Bachelors",13," Married-civ-spouse"," Machine-op-inspct"," Husband"," Asian-Pac-Islander"," Male",7688,0,40," ?",1
38," Private",193961," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",1
46," Private",273771," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,40," United-States",1
28," Self-emp-inc",113870," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States",1
71," Private",187493," HS-grad",9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
37," Self-emp-not-inc",362062," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",99999,0,50," United-States",1
45," Private",186272," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",7298,0,40," United-States",1
46," Local-gov",109089," Prof-school",15," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
59," Private",168569," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1887,40," United-States",1
47," Private",148995," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
47," Private",195978," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
40," Private",96129," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
55," ?",200235," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States",1
35," Private",163237," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,52," United-States",1
47," Self-emp-not-inc",165468," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,40," United-States",1
47," Private",162034," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
27," Private",185670," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States",1
50," Private",102615," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,40," United-States",1
61," Private",230292," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7688,0,40," United-States",1
65," ?",325537," Assoc-voc",11," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,50," United-States",1
56," Federal-gov",156229," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States",1
59," ?",182836," HS-grad",9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,40," United-States",1
65," Self-emp-inc",139272," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,60," United-States",1
30," Private",218551," Assoc-voc",11," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
41," State-gov",75409," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",1
42," Private",306982," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Philippines",1
35," Private",216473," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States",1
42," Private",107762," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
39," Private",306646," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",3103,0,50," United-States",1
28," Self-emp-inc",204247," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
44," State-gov",174675," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",1
38," Self-emp-not-inc",280169," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,50," United-States",1
61," ?",30475," 7th-8th",4," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States",1
46," Private",33842," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",3103,0,40," United-States",1
50," Private",196232," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,50," United-States",1
52," Private",74024," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
45," Self-emp-not-inc",176814," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,40," United-States",1
55," Local-gov",209535," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
25," Private",213412," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
36," Self-emp-not-inc",233533," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States",1
52," Private",284129," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
53," Private",193720," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,40," United-States",1
42," Self-emp-not-inc",174216," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,38," United-States",1
36," Private",32776," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,40," United-States",1
57," Private",98350," Prof-school",15," Married-civ-spouse"," Craft-repair"," Husband"," Asian-Pac-Islander"," Male",0,1902,40," Philippines",1
55," Private",101524," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
51," Private",118793," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,70," United-States",1
56," Federal-gov",67153," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," Portugal",1
52," Self-emp-not-inc",195462," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,98," United-States",1
53," Federal-gov",276868," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
60," Local-gov",204062," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," United-States",1
62," Local-gov",115763," Masters",14," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States",1
39," Private",154410," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
42," Private",124792," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",7688,0,45," United-States",1
36," Private",186819," Assoc-acdm",12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,52," United-States",1
33," Private",94235," Prof-school",15," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,42," United-States",1
51," Private",178054," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," ?",1
48," Private",168216," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
60," Private",43235," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,50," United-States",1
49," Self-emp-inc",187563," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
46," Federal-gov",140664," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," United-States",1
30," Private",208043," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,55," United-States",1
57," Private",206206," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
49," Private",84298," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7688,0,40," United-States",1
59," Self-emp-inc",31359," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,80," United-States",1
55," Private",314592," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
38," Private",192337," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," United-States",1
59," Federal-gov",23789," HS-grad",9," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,40," United-States",1
45," Private",154430," Bachelors",13," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",10520,0,50," United-States",1
57," Private",170411," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States",1
52," Federal-gov",22428," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,60," United-States",1
55," Private",436861," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",14084,0,40," United-States",1
71," Self-emp-inc",118119," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",20051,0,50," United-States",1
54," Private",145714," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",7688,0,25," United-States",1
46," Private",191389," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,28," United-States",1
41," Private",304906," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
39," Federal-gov",232036," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States",1
33," Private",163392," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," Amer-Indian-Eskimo"," Male",0,0,48," United-States",1
50," State-gov",356619," HS-grad",9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,48," United-States",1
40," Private",175674," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States",1
25," Private",158662," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,50," United-States",1
60," Private",191446," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,40," United-States",1
43," State-gov",206139," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States",1
41," Private",45366," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,72," United-States",1
43," Private",91209," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
33," Private",204494," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,56," United-States",1
60," Private",185836," Prof-school",15," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
35," Private",340428," Bachelors",13," Never-married"," Sales"," Unmarried"," White"," Female",0,0,40," United-States",1
31," Private",43819," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",7688,0,43," United-States",1
61," State-gov",124971," Doctorate",16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," ?",1
41," Private",237321," 1st-4th",2," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," Mexico",1
65," ?",117162," Assoc-voc",11," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,56," United-States",1
34," Private",340940," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,60," United-States",1
39," Federal-gov",382859," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
28," Private",176683," Assoc-voc",11," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,70," United-States",1
41," Private",175674," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
39," Private",49020," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",3103,0,48," United-States",1
31," Private",183801," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,43," United-States",1
49," Private",214169," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
50," Private",226735," Some-college",10," Married-civ-spouse"," Protective-serv"," Husband"," Black"," Male",0,0,70," United-States",1
63," Self-emp-not-inc",29859," 7th-8th",4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",7688,0,60," United-States",1
25," Private",299908," Some-college",10," Married-civ-spouse"," Exec-managerial"," Wife"," Black"," Female",0,0,40," United-States",1
51," Private",133336," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
48," Self-emp-not-inc",362883," HS-grad",9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,60," United-States",1
49," Federal-gov",213668," Masters",14," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,56," United-States",1
52," Private",175714," Assoc-acdm",12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States",1
38," Private",275223," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",7298,0,40," United-States",1
33," Private",549413," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," Black"," Male",0,0,40," United-States",1
30," Private",213722," Some-college",10," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",1
37," Self-emp-not-inc",112497," Masters",14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States",1
63," Self-emp-inc",189253," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States",1
33," Private",79923," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States",1
62," Federal-gov",258124," Masters",14," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," Italy",1
40," Private",111483," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,40," United-States",1
71," Self-emp-not-inc",143437," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",10605,0,40," United-States",1
48," Private",200471," Bachelors",13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States",1
40," Private",409922," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,40," United-States",1
49," Self-emp-inc",362654," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,50," United-States",1
43," Local-gov",214242," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States",1
25," Private",57635," Assoc-voc",11," Married-civ-spouse"," Sales"," Wife"," White"," Female",0,0,42," United-States",1
28," Private",167336," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,45," United-States",1
49," Federal-gov",125892," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
30," Self-emp-inc",78530," HS-grad",9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," Canada",1
31," Private",340917," HS-grad",9," Never-married"," Craft-repair"," Unmarried"," White"," Male",14344,0,40," United-States",1
27," Private",275110," HS-grad",9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",0,0,80," United-States",1
40," Private",100292," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,52," United-States",1
45," Local-gov",318280," Some-college",10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,50," United-States",1
45," Private",120131," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1887,40," United-States",1
37," Self-emp-not-inc",82540," 9th",5," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,70," United-States",1
60," Federal-gov",119832," Some-college",10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",7298,0,40," United-States",1
37," Private",167415," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States",1
28," Private",181291," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,1564,50," United-States",1
44," Private",176063," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States",1
42," Private",173704," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1887,50," United-States",1
34," Private",204461," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States",1
37," Private",280966," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,50," United-States",1
50," ?",146015," HS-grad",9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States",1
31," Private",151053," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",5178,0,40," United-States",1
37," Private",211494," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
40," Private",163215," Bachelors",13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",10520,0,40," United-States",1
60," State-gov",152711," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
42," Private",153414," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," Black"," Male",0,0,40," United-States",1
47," Private",155489," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",7688,0,55," United-States",1
47," Private",162494," Some-college",10," Divorced"," Sales"," Unmarried"," White"," Female",0,0,45," United-States",1
43," Federal-gov",32016," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States",1
44," Private",379919," Assoc-acdm",12," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",1
49," Private",246183," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States",1
52," Self-emp-inc",254211," Masters",14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States",1
41," Private",168071," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,50," United-States",1
50," Private",132716," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States",1
38," Private",152237," Bachelors",13," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,45," ?",1
33," Private",149184," HS-grad",9," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States",1
39," Private",150057," Masters",14," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," United-States",1
26," Private",153078," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",0,0,80," ?",1
54," Self-emp-not-inc",46704," HS-grad",9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,60," United-States",1
62," Private",588484," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,20," United-States",1
59," Self-emp-not-inc",357943," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States",1
52," Private",138497," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States",1
34," Private",185556," Some-college",10," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,12," United-States",1
50," Private",128798," Bachelors",13," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,40," United-States",1
